IE_XML_ID	IE_NAME	IE_ID	IE_ACTIVE	IE_ACTIVE_FROM	IE_ACTIVE_TO	IE_PREVIEW_PICTURE	IE_PREVIEW_TEXT	IE_PREVIEW_TEXT_TYPE	IE_DETAIL_PICTURE	IE_DETAIL_TEXT	IE_DETAIL_TEXT_TYPE	IE_CODE	IE_SORT	IE_TAGS	IP_PROP349	IP_PROP350	IP_PROP351	IP_PROP352	IP_PROP353	IP_PROP354	IP_PROP355	IP_PROP356	IP_PROP357	IP_PROP358	IP_PROP359	IP_PROP360	IP_PROP361	IP_PROP362	IP_PROP363	IP_PROP364	IP_PROP365	IP_PROP366	IP_PROP367	IP_PROP368	IP_PROP369	IP_PROP370	IP_PROP383	IP_PROP374	IP_PROP375	IP_PROP372	IP_PROP384	IP_PROP371	IP_PROP373	IP_PROP386	IP_PROP378	IP_PROP380	IP_PROP379	IP_PROP381	IP_PROP382	IP_PROP376	IP_PROP377	IP_PROP385	IP_PROP387	IP_PROP388	IP_PROP389	IP_PROP390	IP_PROP391	IP_PROP392	IP_PROP393	IP_PROP394	IP_PROP395	IP_PROP396	IP_PROP397	IP_PROP398	IP_PROP399	IP_PROP400	IP_PROP401	IP_PROP402	IP_PROP403	IP_PROP406	IP_PROP404	IP_PROP405	IP_PROP409	IP_PROP407	IP_PROP408	IP_PROP412	IP_PROP410	IP_PROP411	IP_PROP413	IP_PROP414	IP_PROP415	IP_PROP416	IC_GROUP0	IC_GROUP1	IC_GROUP2
5770	Стоматология ортопедическая	5770	Y				"Высшее образование - специалитет по специальности ""Стоматология"""	text	/upload/iblock/f86/ortopediya1.jpeg	"<p>
	 Ортопедическая стоматология — др.гр. &#963;&#964;&#972;&#956;&#945; (&#963;&#964;&#972;&#956;&#945;&#964;&#959;&#962;)&nbsp;— рот + &#955;&#972;&#947;&#959;&#962; - понятие, учение; &#8000;&#961;&#952;&#972;&#962; «прямой; правильный» + &#960;&#945;&#953;&#948;&#949;&#943;&#945; «воспитание &lt;детей&gt;»&nbsp;— раздел общей стоматологии и самостоятельная часть общей ортопедии. Наука о распознавании, профилактике и лечении больных с аномалиями, приобретенными дефектами, повреждениями и деформациями органов жевательно-речевого аппарата
</p>
<p>
	 — это область клинической медицины, изучающая этиологию и патогенез болезней, аномалий, деформаций и повреждений зубов, челюстей и других органов полости рта и челюстно-лицевой области, разрабатывающая методы их диагностики, лечения и профилактики.
</p>
<p>
	 В своё время ортопедическая стоматология была неразрывно связана с ортодонтией, поэтому зачастую в литературе можно встретить одних и тех же основоположников данных дисциплин. В дальнейшем ортодонтия развилась как самостоятельное направление ввиду развития и усложнения как диагностики, так и методов лечения и профилактики именно деформаций зубных рядов. Профилактика данных патологий стала ключевым моментом, определившим то, что ортодонты работают с детьми. Поэтому сейчас считается, что детским зубопротезированием (как съёмным, так и несъёмным) должны заниматься именно ортодонты, а не ортопеды.
</p>
<p>
	 Отличительной особенностью данной специальности (частично и ортодонтии) является совместная работа с зуботехнической лабораторией, поэтому в изготовлении почти любой конструкции выделяют как клинические (выполняет стоматолог), так и лабораторные (выполняет зубной техник) этапы.
</p>"	html		500				31.08.75		Стоматология ортопедическая						2.0000												бессрочно			2024.0000		Тестирование поступающих проводится экзаменационной комиссией ЧОУ ВО «НМСИ ДЕНТМАСТЕР» с использованием тестовых заданий, комплектуемых автоматически путем случайной выборки определенного количества тестовых заданий из Единой базы оценочных средств, формируемой Министерством здравоохранения Российской Федерации.	/upload/iblock/a6a/gh6sw9q6l3fk4ix5pez6tgsdn2fc963h/_-_31.08.75.pdf							"a:3:{s:2:""s1"";s:6:""2 года"";s:2:""s2"";s:0:"""";s:2:""s3"";s:0:"""";}"			Русский								test	70.0000									750000	800000											Ординатура		
5770	Стоматология ортопедическая	5770	Y				"Высшее образование - специалитет по специальности ""Стоматология"""	text	/upload/iblock/f86/ortopediya1.jpeg	"<p>
	 Ортопедическая стоматология — др.гр. &#963;&#964;&#972;&#956;&#945; (&#963;&#964;&#972;&#956;&#945;&#964;&#959;&#962;)&nbsp;— рот + &#955;&#972;&#947;&#959;&#962; - понятие, учение; &#8000;&#961;&#952;&#972;&#962; «прямой; правильный» + &#960;&#945;&#953;&#948;&#949;&#943;&#945; «воспитание &lt;детей&gt;»&nbsp;— раздел общей стоматологии и самостоятельная часть общей ортопедии. Наука о распознавании, профилактике и лечении больных с аномалиями, приобретенными дефектами, повреждениями и деформациями органов жевательно-речевого аппарата
</p>
<p>
	 — это область клинической медицины, изучающая этиологию и патогенез болезней, аномалий, деформаций и повреждений зубов, челюстей и других органов полости рта и челюстно-лицевой области, разрабатывающая методы их диагностики, лечения и профилактики.
</p>
<p>
	 В своё время ортопедическая стоматология была неразрывно связана с ортодонтией, поэтому зачастую в литературе можно встретить одних и тех же основоположников данных дисциплин. В дальнейшем ортодонтия развилась как самостоятельное направление ввиду развития и усложнения как диагностики, так и методов лечения и профилактики именно деформаций зубных рядов. Профилактика данных патологий стала ключевым моментом, определившим то, что ортодонты работают с детьми. Поэтому сейчас считается, что детским зубопротезированием (как съёмным, так и несъёмным) должны заниматься именно ортодонты, а не ортопеды.
</p>
<p>
	 Отличительной особенностью данной специальности (частично и ортодонтии) является совместная работа с зуботехнической лабораторией, поэтому в изготовлении почти любой конструкции выделяют как клинические (выполняет стоматолог), так и лабораторные (выполняет зубной техник) этапы.
</p>"	html		500				31.08.75		Стоматология ортопедическая						2.0000												бессрочно			2024.0000		Тестирование поступающих проводится экзаменационной комиссией ЧОУ ВО «НМСИ ДЕНТМАСТЕР» с использованием тестовых заданий, комплектуемых автоматически путем случайной выборки определенного количества тестовых заданий из Единой базы оценочных средств, формируемой Министерством здравоохранения Российской Федерации.	/upload/iblock/464/1lrqvos55wik9zgoki221b3xjzax6qi8/_-_31.08.75.pdf							"a:3:{s:2:""s1"";s:6:""2 года"";s:2:""s2"";s:0:"""";s:2:""s3"";s:0:"""";}"			Русский								test	70.0000									750000	800000											Ординатура		
5771	Стоматология детская	5771	Y				"Высшее образование - специалитет по специальности ""Стоматология"""	text	/upload/iblock/7da/detskaya.jpeg	"<p>
	 Детская стоматология — раздел стоматологии, посвященный изучению заболеваний зубов, челюстей и болезней полости рта у детей в возрасте от 0 до 17 лет.
</p>
<p>
	 Детская стоматология выделена в отдельную специальность по причине уникальных особенностей зубо-челюстного аппарата у детей. Характерными чертами является постоянное развитие зубов и челюсти, продолжающееся формирование прикуса и смена молочных зубов на постоянные. В детском организме часто возникают такие же заболевания, как и у взрослых, однако подход врача-детского стоматолога должен учитывать не закончившийся рост и возможность влияния проводимых процедур на всю структуру полости рта.
</p>"	html		500				31.08.76		Стоматология детская						7.0000															2024.0000		Тестирование поступающих проводится экзаменационной комиссией ЧОУ ВО «НМСИ ДЕНТМАСТЕР» с использованием тестовых заданий, комплектуемых автоматически путем случайной выборки определенного количества тестовых заданий из Единой базы оценочных средств, формируемой Министерством здравоохранения Российской Федерации. 	/upload/iblock/7a0/1dudppoexckvxii43q6zprag2tduvzd7/_-_-_-31.08.73.pdf							"a:3:{s:2:""s1"";s:6:""2 года"";s:2:""s2"";s:0:"""";s:2:""s3"";s:0:"""";}"			Русский								test	70.0000									750000	800000											Ординатура		
5771	Стоматология детская	5771	Y				"Высшее образование - специалитет по специальности ""Стоматология"""	text	/upload/iblock/7da/detskaya.jpeg	"<p>
	 Детская стоматология — раздел стоматологии, посвященный изучению заболеваний зубов, челюстей и болезней полости рта у детей в возрасте от 0 до 17 лет.
</p>
<p>
	 Детская стоматология выделена в отдельную специальность по причине уникальных особенностей зубо-челюстного аппарата у детей. Характерными чертами является постоянное развитие зубов и челюсти, продолжающееся формирование прикуса и смена молочных зубов на постоянные. В детском организме часто возникают такие же заболевания, как и у взрослых, однако подход врача-детского стоматолога должен учитывать не закончившийся рост и возможность влияния проводимых процедур на всю структуру полости рта.
</p>"	html		500				31.08.76		Стоматология детская						7.0000															2024.0000		Тестирование поступающих проводится экзаменационной комиссией ЧОУ ВО «НМСИ ДЕНТМАСТЕР» с использованием тестовых заданий, комплектуемых автоматически путем случайной выборки определенного количества тестовых заданий из Единой базы оценочных средств, формируемой Министерством здравоохранения Российской Федерации. 	/upload/iblock/dcd/0d612x7f1wv3t8qbedwe0n14hyvh3opb/_-_-_-31.08.73.pdf							"a:3:{s:2:""s1"";s:6:""2 года"";s:2:""s2"";s:0:"""";s:2:""s3"";s:0:"""";}"			Русский								test	70.0000									750000	800000											Ординатура		
5771	Стоматология детская	5771	Y				"Высшее образование - специалитет по специальности ""Стоматология"""	text	/upload/iblock/7da/detskaya.jpeg	"<p>
	 Детская стоматология — раздел стоматологии, посвященный изучению заболеваний зубов, челюстей и болезней полости рта у детей в возрасте от 0 до 17 лет.
</p>
<p>
	 Детская стоматология выделена в отдельную специальность по причине уникальных особенностей зубо-челюстного аппарата у детей. Характерными чертами является постоянное развитие зубов и челюсти, продолжающееся формирование прикуса и смена молочных зубов на постоянные. В детском организме часто возникают такие же заболевания, как и у взрослых, однако подход врача-детского стоматолога должен учитывать не закончившийся рост и возможность влияния проводимых процедур на всю структуру полости рта.
</p>"	html		500				31.08.76		Стоматология детская						7.0000															2024.0000		Тестирование поступающих проводится экзаменационной комиссией ЧОУ ВО «НМСИ ДЕНТМАСТЕР» с использованием тестовых заданий, комплектуемых автоматически путем случайной выборки определенного количества тестовых заданий из Единой базы оценочных средств, формируемой Министерством здравоохранения Российской Федерации. 	/upload/iblock/bcc/kxn3makr7qwo8vnjb513mw8n6n6thzgs/_-_-_-31.08.73.pdf							"a:3:{s:2:""s1"";s:6:""2 года"";s:2:""s2"";s:0:"""";s:2:""s3"";s:0:"""";}"			Русский								test	70.0000									750000	800000											Ординатура		
5772	Ортодонтия	5772	Y				"Высшее образование - специалитет по специальности ""Стоматология"""	text	/upload/iblock/b30/ortodont.jpeg	"Ортодо&#769;нтия (греч. &#959;&#961;&#952;&#972;&#962; «прямой; правильный» + &#959;&#948;&#972;&#957;&#964;&#953; «зуб») — раздел стоматологии, занимающийся изучением этиологии, диагностики, методов профилактики и лечения зубо-челюстных аномалий. Преимущественным объектом вмешательств в ортодонтии является жевательно-речевой аппарат детей и подростков. Однако следует отметить, что у детей поле деятельности ортодонтологии выходит за пределы лицевого скелета и непосредственно полости рта. Предметом рассмотрения ортодонтии являются нарушения, возникающие в процессе формирования жевательно-речевого аппарата. Ортодонтия не занимается деформациями, то есть повреждениями, возникшими в результате травмы или болезни, корректируя только аномалии развития, например генетически обусловленные дефекты. Коррекцией деформаций занимается ортопедическая стоматология[1].<br>
 <br>
 Взрослая ортодонтия занимается деформациями, возникшими в результате потери зубов, возрастных изменений и заболеваний пародонта. Современная стоматология часто не может оказать квалифицированную помощь без ортодонтической подготовки. <br>
 <br>
 <br>
 <br>"	html		500				31.08.77		Ортодонтия						8.0000												бессрочно			2023.0000		Тестирование поступающих проводится экзаменационной комиссией ЧОУ ВО «НМСИ ДЕНТМАСТЕР» с использованием тестовых заданий, комплектуемых автоматически путем случайной выборки определенного количества тестовых заданий из Единой базы оценочных средств, формируемой Министерством здравоохранения Российской Федерации.	/upload/iblock/40a/Obshchaya-kharakteristika-31.08.77-na-2023_2024-uchebnyy-god-dlya-2023-goda-nabora.pdf							"a:3:{s:2:""s1"";s:6:""2 года"";s:2:""s2"";s:0:"""";s:2:""s3"";s:0:"""";}"			Русский								test	70.0000									750000	800000											Ординатура		
5772	Ортодонтия	5772	Y				"Высшее образование - специалитет по специальности ""Стоматология"""	text	/upload/iblock/b30/ortodont.jpeg	"Ортодо&#769;нтия (греч. &#959;&#961;&#952;&#972;&#962; «прямой; правильный» + &#959;&#948;&#972;&#957;&#964;&#953; «зуб») — раздел стоматологии, занимающийся изучением этиологии, диагностики, методов профилактики и лечения зубо-челюстных аномалий. Преимущественным объектом вмешательств в ортодонтии является жевательно-речевой аппарат детей и подростков. Однако следует отметить, что у детей поле деятельности ортодонтологии выходит за пределы лицевого скелета и непосредственно полости рта. Предметом рассмотрения ортодонтии являются нарушения, возникающие в процессе формирования жевательно-речевого аппарата. Ортодонтия не занимается деформациями, то есть повреждениями, возникшими в результате травмы или болезни, корректируя только аномалии развития, например генетически обусловленные дефекты. Коррекцией деформаций занимается ортопедическая стоматология[1].<br>
 <br>
 Взрослая ортодонтия занимается деформациями, возникшими в результате потери зубов, возрастных изменений и заболеваний пародонта. Современная стоматология часто не может оказать квалифицированную помощь без ортодонтической подготовки. <br>
 <br>
 <br>
 <br>"	html		500				31.08.77		Ортодонтия						8.0000												бессрочно			2023.0000		Тестирование поступающих проводится экзаменационной комиссией ЧОУ ВО «НМСИ ДЕНТМАСТЕР» с использованием тестовых заданий, комплектуемых автоматически путем случайной выборки определенного количества тестовых заданий из Единой базы оценочных средств, формируемой Министерством здравоохранения Российской Федерации.	/upload/iblock/8bf/Obshchaya-kharakteristika-31.08.77-na-2024_2025-uchebnyy-god-dlya-2023-goda-nabora.pdf							"a:3:{s:2:""s1"";s:6:""2 года"";s:2:""s2"";s:0:"""";s:2:""s3"";s:0:"""";}"			Русский								test	70.0000									750000	800000											Ординатура		
5772	Ортодонтия	5772	Y				"Высшее образование - специалитет по специальности ""Стоматология"""	text	/upload/iblock/b30/ortodont.jpeg	"Ортодо&#769;нтия (греч. &#959;&#961;&#952;&#972;&#962; «прямой; правильный» + &#959;&#948;&#972;&#957;&#964;&#953; «зуб») — раздел стоматологии, занимающийся изучением этиологии, диагностики, методов профилактики и лечения зубо-челюстных аномалий. Преимущественным объектом вмешательств в ортодонтии является жевательно-речевой аппарат детей и подростков. Однако следует отметить, что у детей поле деятельности ортодонтологии выходит за пределы лицевого скелета и непосредственно полости рта. Предметом рассмотрения ортодонтии являются нарушения, возникающие в процессе формирования жевательно-речевого аппарата. Ортодонтия не занимается деформациями, то есть повреждениями, возникшими в результате травмы или болезни, корректируя только аномалии развития, например генетически обусловленные дефекты. Коррекцией деформаций занимается ортопедическая стоматология[1].<br>
 <br>
 Взрослая ортодонтия занимается деформациями, возникшими в результате потери зубов, возрастных изменений и заболеваний пародонта. Современная стоматология часто не может оказать квалифицированную помощь без ортодонтической подготовки. <br>
 <br>
 <br>
 <br>"	html		500				31.08.77		Ортодонтия						8.0000												бессрочно			2023.0000		Тестирование поступающих проводится экзаменационной комиссией ЧОУ ВО «НМСИ ДЕНТМАСТЕР» с использованием тестовых заданий, комплектуемых автоматически путем случайной выборки определенного количества тестовых заданий из Единой базы оценочных средств, формируемой Министерством здравоохранения Российской Федерации.	/upload/iblock/da0/Obshchaya-kharakteristika-31.08.77-na-2024_2025-uchebnyy-god-dlya-2024-goda-nabora.pdf							"a:3:{s:2:""s1"";s:6:""2 года"";s:2:""s2"";s:0:"""";s:2:""s3"";s:0:"""";}"			Русский								test	70.0000									750000	800000											Ординатура		
5773	Челюстно-лицевая хирургия	5773	Y				" Высшее образование - специалитет по одной из специальностей: ""Лечебное дело"", ""Педиатрия"", ""Стоматология"" "	text	/upload/iblock/6cf/chhl.jpeg	"Че́люстно-лицева́я хирурги́я — хирургическая специальность, занимающаяся лечением различных заболеваний и состояний в области лица, челюстей, полости рта, головы и шеи. <br>
 <b>Специальность</b><br>
<div>
	 Челюстно-лицевой хирург специализируется на лечении черепно-челюстно-лицевого комплекса и области шеи. Черепно-челюстно-лицевой комплекс анатомически включает в себя лицевой и мозговой отделы черепа, нижнюю челюсть, ротовую полость, а также связанные с ними структуры.
</div>
<div>
 <br>
</div>
 <b>Хирургические вмешательства</b><br>
 <br>
 Челюстно-лицевая хирургия занимается диагностикой и лечением следующих состояний и заболеваний:<br>
 <br>
 &nbsp;&nbsp;&nbsp; травмы мягких и твёрдых тканей челюстно-лицевой области, головы, шеи (переломы верхней и нижней челюсти, костей носа, скуловых костей, стенок глазниц, костей свода черепа и др.)<br>
 &nbsp;&nbsp;&nbsp; врождённые черепно-лицевые пороки развития, такие как расщелина губы и неба, косые расщелины лица, врождённые и приобретённые дефекты свода черепа (краниофациальная хирургия) и др.<br>
 &nbsp;&nbsp;&nbsp; доброкачественные новообразования головы и шеи (кисты, опухоли и др.)<br>
 &nbsp;&nbsp;&nbsp; злокачественные новообразования головы и шеи (рак кожи, слизистой оболочки полости рта, слюнных желёз и др.)<br>
 &nbsp;&nbsp;&nbsp; гнойно-воспалительные заболевания головы и шеи (абсцессы, флегмоны и др.)<br>
 &nbsp;&nbsp;&nbsp; болевой синдром челюстно-лицевой области<br>
 &nbsp;&nbsp;&nbsp; парезы, параличи в челюстно-лицевой области<br>
 &nbsp;&nbsp;&nbsp; хирургические патологии височно-нижнечелюстного сустава (ВНЧС)<br>
 <br>
 Также в челюстно-лицевой хирургии проводятся следующие процедуры:<br>
 <br>
 &nbsp;&nbsp;&nbsp; ортогнатическая хирургия: хирургическое лечение и коррекция зубочелюстной деформации, прикуса, лечение при синдроме обструктивного апноэ сна.<br>
 &nbsp;&nbsp;&nbsp; эстетическая хирургия головы и шеи: подтяжка лица (фейслифтинг), блефаропластика, отопластика, ринопластика, септопластика, гениопластика, удаление комков Биша, липосакция шеи, трансплантация волос и прочие косметические вмешательства<br>
 &nbsp;&nbsp;&nbsp; хирургическое лечение опухолей головы и шеи с микрохирургической реконструкцией<br>
 &nbsp;&nbsp;&nbsp; хирургия лицевого нерва<br>
&nbsp;&nbsp;&nbsp; хирургия полости рта"	html		500				31.08.69		Челюстно-лицевая хирургия						2.0000												бессрочно			2024.0000		Тестирование поступающих проводится экзаменационной комиссией ЧОУ ВО «НМСИ ДЕНТМАСТЕР» с использованием тестовых заданий, комплектуемых автоматически путем случайной выборки определенного количества тестовых заданий из Единой базы оценочных средств, формируемой Министерством здравоохранения Российской Федерации.	/upload/iblock/2d5/Obshchaya-kharakteristika-_-31.08.69.pdf							"a:3:{s:2:""s1"";s:6:""2 года"";s:2:""s2"";s:0:"""";s:2:""s3"";s:0:"""";}"			Русский								test	70.0000									750000	800000											Ординатура		
5773	Челюстно-лицевая хирургия	5773	Y				" Высшее образование - специалитет по одной из специальностей: ""Лечебное дело"", ""Педиатрия"", ""Стоматология"" "	text	/upload/iblock/6cf/chhl.jpeg	"Че́люстно-лицева́я хирурги́я — хирургическая специальность, занимающаяся лечением различных заболеваний и состояний в области лица, челюстей, полости рта, головы и шеи. <br>
 <b>Специальность</b><br>
<div>
	 Челюстно-лицевой хирург специализируется на лечении черепно-челюстно-лицевого комплекса и области шеи. Черепно-челюстно-лицевой комплекс анатомически включает в себя лицевой и мозговой отделы черепа, нижнюю челюсть, ротовую полость, а также связанные с ними структуры.
</div>
<div>
 <br>
</div>
 <b>Хирургические вмешательства</b><br>
 <br>
 Челюстно-лицевая хирургия занимается диагностикой и лечением следующих состояний и заболеваний:<br>
 <br>
 &nbsp;&nbsp;&nbsp; травмы мягких и твёрдых тканей челюстно-лицевой области, головы, шеи (переломы верхней и нижней челюсти, костей носа, скуловых костей, стенок глазниц, костей свода черепа и др.)<br>
 &nbsp;&nbsp;&nbsp; врождённые черепно-лицевые пороки развития, такие как расщелина губы и неба, косые расщелины лица, врождённые и приобретённые дефекты свода черепа (краниофациальная хирургия) и др.<br>
 &nbsp;&nbsp;&nbsp; доброкачественные новообразования головы и шеи (кисты, опухоли и др.)<br>
 &nbsp;&nbsp;&nbsp; злокачественные новообразования головы и шеи (рак кожи, слизистой оболочки полости рта, слюнных желёз и др.)<br>
 &nbsp;&nbsp;&nbsp; гнойно-воспалительные заболевания головы и шеи (абсцессы, флегмоны и др.)<br>
 &nbsp;&nbsp;&nbsp; болевой синдром челюстно-лицевой области<br>
 &nbsp;&nbsp;&nbsp; парезы, параличи в челюстно-лицевой области<br>
 &nbsp;&nbsp;&nbsp; хирургические патологии височно-нижнечелюстного сустава (ВНЧС)<br>
 <br>
 Также в челюстно-лицевой хирургии проводятся следующие процедуры:<br>
 <br>
 &nbsp;&nbsp;&nbsp; ортогнатическая хирургия: хирургическое лечение и коррекция зубочелюстной деформации, прикуса, лечение при синдроме обструктивного апноэ сна.<br>
 &nbsp;&nbsp;&nbsp; эстетическая хирургия головы и шеи: подтяжка лица (фейслифтинг), блефаропластика, отопластика, ринопластика, септопластика, гениопластика, удаление комков Биша, липосакция шеи, трансплантация волос и прочие косметические вмешательства<br>
 &nbsp;&nbsp;&nbsp; хирургическое лечение опухолей головы и шеи с микрохирургической реконструкцией<br>
 &nbsp;&nbsp;&nbsp; хирургия лицевого нерва<br>
&nbsp;&nbsp;&nbsp; хирургия полости рта"	html		500				31.08.69		Челюстно-лицевая хирургия						2.0000												бессрочно			2024.0000		Тестирование поступающих проводится экзаменационной комиссией ЧОУ ВО «НМСИ ДЕНТМАСТЕР» с использованием тестовых заданий, комплектуемых автоматически путем случайной выборки определенного количества тестовых заданий из Единой базы оценочных средств, формируемой Министерством здравоохранения Российской Федерации.	/upload/iblock/1ab/Obshchaya-kharakteristika-_-31.08.69_ETSP.pdf							"a:3:{s:2:""s1"";s:6:""2 года"";s:2:""s2"";s:0:"""";s:2:""s3"";s:0:"""";}"			Русский								test	70.0000									750000	800000											Ординатура		
5773	Челюстно-лицевая хирургия	5773	Y				" Высшее образование - специалитет по одной из специальностей: ""Лечебное дело"", ""Педиатрия"", ""Стоматология"" "	text	/upload/iblock/6cf/chhl.jpeg	"Че́люстно-лицева́я хирурги́я — хирургическая специальность, занимающаяся лечением различных заболеваний и состояний в области лица, челюстей, полости рта, головы и шеи. <br>
 <b>Специальность</b><br>
<div>
	 Челюстно-лицевой хирург специализируется на лечении черепно-челюстно-лицевого комплекса и области шеи. Черепно-челюстно-лицевой комплекс анатомически включает в себя лицевой и мозговой отделы черепа, нижнюю челюсть, ротовую полость, а также связанные с ними структуры.
</div>
<div>
 <br>
</div>
 <b>Хирургические вмешательства</b><br>
 <br>
 Челюстно-лицевая хирургия занимается диагностикой и лечением следующих состояний и заболеваний:<br>
 <br>
 &nbsp;&nbsp;&nbsp; травмы мягких и твёрдых тканей челюстно-лицевой области, головы, шеи (переломы верхней и нижней челюсти, костей носа, скуловых костей, стенок глазниц, костей свода черепа и др.)<br>
 &nbsp;&nbsp;&nbsp; врождённые черепно-лицевые пороки развития, такие как расщелина губы и неба, косые расщелины лица, врождённые и приобретённые дефекты свода черепа (краниофациальная хирургия) и др.<br>
 &nbsp;&nbsp;&nbsp; доброкачественные новообразования головы и шеи (кисты, опухоли и др.)<br>
 &nbsp;&nbsp;&nbsp; злокачественные новообразования головы и шеи (рак кожи, слизистой оболочки полости рта, слюнных желёз и др.)<br>
 &nbsp;&nbsp;&nbsp; гнойно-воспалительные заболевания головы и шеи (абсцессы, флегмоны и др.)<br>
 &nbsp;&nbsp;&nbsp; болевой синдром челюстно-лицевой области<br>
 &nbsp;&nbsp;&nbsp; парезы, параличи в челюстно-лицевой области<br>
 &nbsp;&nbsp;&nbsp; хирургические патологии височно-нижнечелюстного сустава (ВНЧС)<br>
 <br>
 Также в челюстно-лицевой хирургии проводятся следующие процедуры:<br>
 <br>
 &nbsp;&nbsp;&nbsp; ортогнатическая хирургия: хирургическое лечение и коррекция зубочелюстной деформации, прикуса, лечение при синдроме обструктивного апноэ сна.<br>
 &nbsp;&nbsp;&nbsp; эстетическая хирургия головы и шеи: подтяжка лица (фейслифтинг), блефаропластика, отопластика, ринопластика, септопластика, гениопластика, удаление комков Биша, липосакция шеи, трансплантация волос и прочие косметические вмешательства<br>
 &nbsp;&nbsp;&nbsp; хирургическое лечение опухолей головы и шеи с микрохирургической реконструкцией<br>
 &nbsp;&nbsp;&nbsp; хирургия лицевого нерва<br>
&nbsp;&nbsp;&nbsp; хирургия полости рта"	html		500				31.08.69		Челюстно-лицевая хирургия						2.0000												бессрочно			2024.0000		Тестирование поступающих проводится экзаменационной комиссией ЧОУ ВО «НМСИ ДЕНТМАСТЕР» с использованием тестовых заданий, комплектуемых автоматически путем случайной выборки определенного количества тестовых заданий из Единой базы оценочных средств, формируемой Министерством здравоохранения Российской Федерации.	/upload/iblock/ebf/Obshchaya-kharakteristika-_-31.08.69.pdf							"a:3:{s:2:""s1"";s:6:""2 года"";s:2:""s2"";s:0:"""";s:2:""s3"";s:0:"""";}"			Русский								test	70.0000									750000	800000											Ординатура		
5774	Общественное здравоохранение	5774	Y					text			text		500				32.04.01		Управление сестринской деятельностью в медицинской организации стоматологического профиля																								/upload/iblock/522/28.-32.04.01-OPOP_ETSP.pdf							"a:3:{s:2:""s1"";s:6:""2 года"";s:2:""s2"";s:0:"""";s:2:""s3"";s:0:"""";}"			Русский																														Магистратура		
5879	Стоматология	5879	Y					text			text		500				31.05.03		Оказание медицинской помощи при стоматологических заболеваниях																		-						/upload/iblock/638/OPOP-31.05.03-spetsialitet.pdf							"a:3:{s:2:""s1"";s:5:""5 лет"";s:2:""s2"";s:0:"""";s:2:""s3"";s:0:"""";}"			Русский																нет														Специалитет		
5997	Сестринское дело	5997	Y					text			text		500				34.02.01		Сестринское дело																								/upload/iblock/6eb/Obrazovatelnaya-programma-34.02.01-Sestrinskoe-delo_ETSP.pdf					Медицинский брат / Медицинская сестра		"a:3:{s:2:""s1"";s:13:""1 года 10 мес"";s:2:""s2"";s:0:"""";s:2:""s3"";s:0:"""";}"			Русский																														Cреднее профессиональное образование		
5998	Стоматология ортопедическая	5998	Y					text			text		500				31.02.05		Стоматология ортопедическая																								/upload/iblock/8af/Obrazovatelnaya-programma-31.02.05_ETSP.pdf					Зубной техник		"a:3:{s:2:""s1"";s:12:""1 год 10 мес"";s:2:""s2"";s:0:"""";s:2:""s3"";s:0:"""";}"			Русский																														Cреднее профессиональное образование		
5999	Стоматология профилактическая	5999	Y					text			text		500				31.02.06		Стоматология профилактическая																								/upload/iblock/559/Obrazovatelnaya-programma-31.02.06_ETSP.pdf							"a:3:{s:2:""s1"";s:16:""1 год 10 месяцев"";s:2:""s2"";s:0:"""";s:2:""s3"";s:0:"""";}"																																	Cреднее профессиональное образование		
6068	Управление сестринской деятельностью	6068	Y					text			text		500				34.04.01		Управление сестринской деятельностью																								/upload/iblock/e77/34.04.01-OPOP_ETSP.pdf							"a:3:{s:2:""s1"";s:6:""2 года"";s:2:""s2"";s:0:"""";s:2:""s3"";s:0:"""";}"			Русский																														Магистратура		
6069	Сестринское дело	6069	Y					text			text		500				34.03.01		Управление и организация сестринского дела																								/upload/iblock/086/34.03.01-OPOP_ETSP.pdf							"a:3:{s:2:""s1"";s:6:""4 года"";s:2:""s2"";s:0:"""";s:2:""s3"";s:0:"""";}"																																	Бакалавриат		
